#header line: GPU processors,avg,error_bar,run1,run2,run3,... runN
1,2573.170,1.910,2573.970,2574.680,2570.860
12,2602.633,6.815,2607.940,2594.310,2605.650
24,2733.493,38.095,2709.310,2707.490,2783.680
48,3155.397,87.675,3263.350,3088.000,3114.840
