#header line: GPU processors,avg,error_bar,run1,run2,run3,... runN
1,1.823,1.275,2.640,0.140,2.690
12,13.967,5.085,17.310,7.210,17.380
24,24.427,9.595,31.150,30.170,11.960
48,71.737,9.000,65.970,83.620,65.620
