#header line: GPU processors,avg,error_bar,run1,run2,run3,... runN
1,2572.897,1.933,2573.715,2574.422,2570.556
12,2602.200,6.819,2607.513,2593.875,2605.212
24,2732.883,38.075,2708.717,2706.891,2783.041
48,3154.160,87.654,3262.093,3086.786,3113.600
