#header line: GPU processors,avg,error_bar,run1,run2,run3,... runN
1,25.728,0.043,25.696,25.706,25.782
4,6.484,0.028,6.483,6.512,6.455
8,3.244,0.023,3.223,3.268,3.242
12,2.206,0.024,2.184,2.232,2.202
16,1.683,0.052,1.641,1.663,1.745
20,1.370,0.051,1.326,1.355,1.428
24,1.136,0.014,1.117,1.145,1.145
28,1.041,0.014,1.034,1.030,1.058
32,0.962,0.019,0.938,0.973,0.975
36,0.880,0.016,0.884,0.863,0.894
40,0.812,0.063,0.753,0.804,0.878
44,0.734,0.015,0.724,0.725,0.754
48,0.715,0.013,0.705,0.709,0.731
