#header line: GPU processors,avg,error_bar,run1,run2,run3,... runN
1,2.580,0.014,2.599,2.571,2.571
4,0.644,0.001,0.645,0.645,0.644
8,0.326,0.003,0.323,0.326,0.329
12,0.226,0.007,0.218,0.228,0.232
16,0.168,0.001,0.168,0.168,0.167
20,0.137,0.004,0.133,0.142,0.136
24,0.122,0.006,0.116,0.128,0.121
28,0.109,0.009,0.101,0.118,0.108
32,0.113,0.008,0.106,0.121,0.112
36,0.099,0.014,0.083,0.111,0.102
40,0.125,0.018,0.109,0.145,0.122
44,0.114,0.025,0.090,0.112,0.141
48,0.123,0.018,0.137,0.101,0.132
